leptons.at(0).pT,leptons.at(0).phi,leptons.at(0).eta,leptons.at(1).pT,leptons.at(1).phi,leptons.at(1).eta,leptons.at(2).pT,leptons.at(2).phi,leptons.at(2).eta,MET_Phi,ST,bJet_vector.size(),Jet_vector.size()
70.8071,-3.0944,-0.440606,51.9428,0.328026,1.01206,25.9823,-0.154303,-0.177607,-2.78422,160.914,0,0
50.4906,-1.82804,2.24628,45.8655,0.318808,0.306319,36.6587,2.46967,0.912831,1.88235,146.776,0,0
82.6298,-2.99275,1.44568,60.5457,1.22729,0.711941,27.4282,-0.664008,0.884446,-1.05054,195.296,0,0
36.5758,-0.635197,-1.3019,30.2985,-3.06679,-1.15955,29.7099,0.982348,0.862149,2.66887,115.13,0,0
75.2996,-2.84734,1.07552,42.0562,-0.722323,0.459895,12.8865,-3.04288,-1.34824,0.848214,223.372,0,0
85.3858,-0.346476,1.71731,38.8295,-2.28894,2.1079,23.4898,-1.78412,1.82398,2.11805,246.736,0,0
52.1682,-2.80564,-0.698223,31.8206,-2.09366,-0.524086,31.594,1.11502,-1.85557,0.643907,131.605,0,0
43.4007,2.92921,1.31397,35.344,0.142113,2.35963,23.071,-1.94783,1.99159,2.38484,117.657,0,0
64.5211,-0.175378,-0.612368,56.533,-0.250818,0.712704,23.1884,1.92692,0.426316,-3.08994,243.378,0,0
106.78,-2.08944,-0.734303,33.7314,2.59402,-1.12128,30.2477,0.99358,0.927891,-1.16218,349.461,0,1
59.6477,2.74115,-0.288785,26.9836,-0.526632,0.425735,25.4365,-2.84205,2.18489,-0.148255,173.981,0,0
65.4419,-0.0195213,0.406698,65.4032,-2.26025,-0.540884,30.5624,2.20387,-0.479561,1.79952,191.498,0,0
66.3496,2.59162,-0.156778,62.6512,0.482443,-1.09576,32.4772,-2.60937,-1.34519,0.962685,226.053,0,1
60.6989,-3.10436,0.121287,23.4701,-0.48583,1.61532,16.3795,2.74924,2.05909,-0.0321622,160.736,0,0
72.9427,0.484554,-0.664758,20.6215,-2.80424,-1.22313,17.9583,1.27002,-2.3249,-2.25535,179.728,0,0
58.0109,0.247119,-0.934769,27.5888,2.73741,-1.26351,24.3203,-3.06663,0.368675,-1.59554,187.323,0,1
106.869,1.66818,-1.73481,66.1853,-2.0378,0.719982,28.0906,-1.96933,-0.712717,-0.485753,250.407,0,0
45.8793,-0.446145,-0.28911,45.1613,2.63369,-1.86325,23.9298,-0.125189,-0.234837,2.41745,163.969,0,0
89.5231,2.21065,1.11972,33.8773,0.711945,1.66582,23.247,-1.29138,-0.104484,-1.35904,206.706,0,0
61.5342,1.72401,-0.598505,57.1297,-1.97293,-1.89034,34.3948,-1.35297,-0.701403,0.937721,194.913,0,0
82.5627,-1.08427,-0.0144699,35.824,1.21496,-2.20023,14.0663,2.24822,-1.66334,-0.364691,222.341,0,2
39.3037,2.88517,-1.19923,38.8913,-1.23856,0.209734,33.9973,1.97851,0.800192,-0.206194,157.016,0,0
93.3053,-2.87017,1.89411,22.9158,0.65175,1.70044,18.67,-1.80052,1.01374,0.162955,197.37,0,0
57.2716,-0.290572,1.79432,49.7929,3.00898,0.978436,16.2653,-2.67006,-1.42761,1.78967,136.704,0,0
90.3944,-0.295504,0.359616,88.5987,2.80459,0.44873,34.5882,1.11331,-0.710502,-1.64241,257.516,0,0
47.309,-2.06325,1.43577,43.0489,1.86282,2.13963,40.578,0.39499,1.26374,-1.89896,239.771,0,1
73.3896,-0.276066,-1.89367,38.156,-2.3214,-2.04062,18.3444,-1.51143,-1.92725,1.98781,217.864,0,0
103.31,1.50172,-0.346699,33.9586,-3.03984,-0.179104,18.9885,-0.807768,-0.597993,-1.44997,253.268,0,0
34.5478,-2.64353,-1.21255,25.3027,-2.50294,-1.23662,17.3622,0.63764,1.28371,0.902726,138.955,0,0
100.602,0.864446,-1.92463,63.7872,-2.67185,0.368487,14.302,-2.43205,-0.3123,-0.861744,206.04,0,0
82.7705,0.128389,-0.148861,24.3008,-2.09147,0.763104,13.3138,-0.484893,0.226759,3.07677,203.808,0,0
141.825,0.296681,-0.508183,127.837,-2.65311,0.109075,15.9908,2.81595,-0.0975694,1.42688,300.3,0,0
85.876,-0.817191,1.04475,34.6391,3.05484,0.818143,22.2985,2.18862,0.754967,1.81175,197.314,0,0
38.221,-3.04321,1.59175,38.0627,2.1133,-0.634519,31.0788,2.4296,1.27241,-0.174154,206.3,0,1
52.5643,0.977646,0.0818202,35.8004,0.272364,-2.14678,21.602,-3.05142,-1.55978,-2.45656,166.73,0,1
84.7276,0.493123,-0.149918,76.3031,-2.29905,-2.13658,34.1523,2.48835,0.160556,2.29274,199.48,0,0
87.0142,1.49874,1.60005,41.6156,-1.37128,1.52422,13.9651,-2.55953,-0.178131,-1.70563,177.613,0,0
350.546,2.43475,0.970614,210.553,-0.746906,2.01456,15.5798,1.1852,0.927165,-0.961307,679.644,0,0
74.4136,2.50976,-1.43466,26.6582,-1.11002,-1.81241,26.2286,1.51908,-2.06207,2.75438,324.262,0,1
46.8523,0.276356,1.78569,36.8866,-2.8036,0.937781,31.2019,-1.00018,0.54528,2.20413,168.394,0,1
71.6089,-3.02802,-2.07747,57.593,-1.13175,-0.689095,39.3996,0.98315,-1.55056,1.10192,206.34,0,0
59.5948,-0.719795,1.23531,42.4538,-2.92634,1.51113,17.7778,-0.909222,1.75854,1.59493,197.887,0,0
74.8596,1.34998,1.39021,27.1126,-0.547979,0.266753,13.4899,3.1211,1.47143,2.30017,272.392,0,1
67.2921,-0.965957,-1.03339,54.6415,2.02826,0.309554,29.1293,2.76655,-0.662154,-0.637019,162.441,0,0
44.9358,0.761539,-2.05531,37.1258,-2.64355,-1.32234,18.8212,-2.71212,-0.397679,-1.65889,241.969,0,1
77.3728,2.79605,0.482358,65.5255,-1.21507,1.54082,32.2913,0.510639,1.04039,0.815159,204.732,0,0
174.138,-0.21533,0.181875,74.1803,2.09654,-1.46143,54.8537,0.514068,-1.31279,1.45099,546.974,0,2
103.722,2.57791,0.125412,88.7135,-1.21956,0.599075,52.7448,0.222598,0.434852,1.41381,257.654,0,0
51.8085,3.01749,0.0896369,47.6284,0.545538,-0.00231198,42.6314,-2.78545,-0.757484,2.31697,292.011,0,1
103.57,-2.00482,0.904251,76.418,-0.924075,0.703297,15.6846,-0.0950458,1.39833,1.74705,362.899,0,0
51.1171,-1.1336,-0.393967,19.8891,1.99781,-2.17199,15.7193,0.434492,-0.958012,2.61746,129.42,0,0
91.3998,1.79963,-0.913606,21.6397,0.440593,0.576253,16.7041,-1.79205,-0.0782323,-1.19988,208.712,0,0
62.2407,0.142526,0.0158434,40.3573,-1.24883,-1.83093,18.5718,2.75796,1.6287,2.46131,185.79,0,0
77.4883,2.5146,-2.37443,52.9767,-1.18287,0.579057,26.1586,1.53283,-0.791512,-0.466688,310.801,0,2
94.7671,-1.92841,1.11954,58.8669,-0.0767704,0.667924,21.3379,0.920378,1.32481,1.65989,225.51,0,0
73.0959,-1.46837,-1.14145,66.3081,0.764692,0.076703,41.7892,2.90075,-0.980071,2.51712,222.246,0,0
299.682,1.03515,-0.595986,87.6371,-1.54829,-2.3639,17.8188,1.56672,0.408634,-2.17382,663.88,0,0
62.8846,0.327237,1.83869,39.1937,2.85942,-0.019536,30.1866,2.54175,0.772927,-1.44938,195.309,0,0
43.3975,-0.692593,-0.492638,28.9293,2.34296,-1.98615,26.3975,2.288,0.572956,-1.14069,111.311,0,0
60.3241,1.98487,1.28357,51.1879,-0.970986,-0.187346,40.8861,-2.01179,1.62709,1.29671,186.334,0,0
68.0899,2.90979,-1.36092,41.3428,-0.367488,0.480948,31.7072,0.432089,-0.911338,-2.65469,151.893,0,0
92.8855,2.88682,0.924758,22.7665,-2.00309,-0.759331,17.9771,-1.80539,-0.611527,0.00463849,234.269,0,0
83.9818,-3.00155,-1.5385,82.9863,0.665726,-2.271,55.6174,-1.7252,-1.95169,1.09882,284.561,0,0
53.3554,2.33733,1.30682,44.532,-1.78768,0.651758,25.3055,-0.598,1.9127,1.52978,130.428,0,0
63.3084,0.707274,0.780232,20.9145,-1.91745,2.1846,12.2778,0.490499,-0.576394,-2.94196,141.199,0,0
90.9076,1.45649,1.29714,88.5491,-1.1553,-0.284564,40.4859,-2.7679,-0.62405,2.76496,263.531,0,0
181.886,1.85916,0.177062,162.271,-1.35586,-2.01004,45.0642,-0.415767,-2.38215,2.66152,463.487,0,1
71.2808,-0.279162,1.69928,48.5927,-2.53315,-0.110235,18.6105,3.01337,0.540056,-1.9691,375.124,0,3
160.166,2.21203,-0.628936,51.2968,2.77256,-1.4085,13.8643,2.2109,-1.55491,-0.22414,478.748,0,2
53.5384,3.1131,-0.608307,42.9754,-0.378869,-0.288312,38.096,0.501897,0.439742,-2.61667,177.031,0,0
67.5583,0.662176,0.71076,30.1982,0.871093,-1.03427,29.4242,2.776,-0.598095,-1.97571,203.556,0,0
79.6015,-0.374052,-0.959554,43.7603,2.61971,-2.00745,29.9608,1.76778,0.0338136,-2.42808,292.374,1,1
79.282,-1.59413,0.310692,68.7366,2.387,1.27864,45.0376,0.587059,1.45934,0.381072,238.63,0,1
54.3953,0.052346,-0.586405,30.2954,2.78873,0.52632,27.8016,0.47907,0.435402,-2.64281,171.145,0,0
43.1892,1.98172,-0.538162,40.2484,-2.94496,-2.2356,37.7334,-2.07678,0.677419,-0.131018,187.63,0,0
80.5387,1.79311,1.08825,44.9647,-2.35132,-0.456389,26.2656,-1.62729,0.445503,-0.474827,207.799,0,0
69.2465,-1.09117,0.148402,52.7069,1.62686,2.11825,32.509,-3.06086,0.501287,1.05221,176.953,0,0
112.524,2.75209,1.50994,82.7159,0.774613,-0.881504,41.4034,1.75446,0.210931,0.115016,413.59,0,2
67.049,0.499133,-1.9776,47.5195,-1.78832,-1.16301,25.2441,0.871386,0.179348,-2.42021,181.31,0,1
29.8325,-2.00715,1.77465,28.2353,-1.54876,-0.637829,25.0537,-0.590463,1.87751,2.1524,222.889,0,2
67.7047,-2.00626,-2.01971,50.7188,-0.235394,-1.67225,32.3414,0.599287,-0.228532,2.37809,223.804,0,0
103.812,1.02872,-1.76832,74.0143,-2.59964,-0.430251,43.3434,-1.57908,-1.63314,0.0588396,248.315,0,0
54.3276,-2.54821,1.1757,26.1616,-0.879107,0.391729,25.6007,0.937035,-0.12725,0.997406,222.912,0,1
91.826,-2.93362,0.579002,89.6249,-0.440082,0.117013,52.0386,0.148132,1.27044,1.91322,279.982,0,0
68.585,1.98546,0.836455,60.234,-2.93808,1.56598,38.5883,-1.12786,-0.407285,-1.49847,225.26,0,0
119.304,1.49999,-0.638323,23.3148,-0.328624,-1.21895,19.1544,2.09767,-2.33612,-1.76387,291.084,0,1
52.2089,1.60522,1.22124,47.2066,-2.50441,1.74021,21.7102,-1.71021,1.52833,-0.213876,162.651,0,0
252.845,0.412227,-0.102123,57.1619,0.714871,-0.793151,42.2423,-1.03942,-1.96034,0.379564,811.34,0,1
87.3903,0.17777,-1.43308,30.4469,-1.88259,-1.14463,24.1037,-1.03741,-0.264978,2.42024,220.146,0,0
54.0058,-0.115892,-0.00932088,44.5264,-2.2909,-0.659899,35.1703,3.08312,0.382484,2.15579,268.666,0,1
60.0476,-1.28318,1.54658,58.2725,0.931232,-0.298242,37.2937,-3.04185,-0.919941,2.27013,182.464,0,0
125.504,-0.812365,-1.44375,87.6544,1.92424,-0.216819,33.3077,-2.27241,-1.23317,2.6016,297.069,0,0
76.8,0.779288,1.89935,29.8857,3.04394,0.0152512,24.8963,-2.65276,1.35159,-0.928677,194.465,0,0
86.7896,2.45918,0.399641,38.4005,2.63146,-0.418134,28.759,-1.94655,1.07523,0.730086,325.914,0,1
51.2581,0.661104,0.45409,40.4897,-1.94297,0.900066,20.8906,-2.06041,0.688365,2.39529,150.558,0,0
59.7253,0.38557,-1.05024,46.0959,-1.85826,1.86775,22.8558,-2.82399,0.209924,2.09729,164.346,0,0
69.5232,-0.576518,2.28945,26.2376,2.31155,2.25425,17.5033,-0.552023,0.860691,2.99686,188.483,0,0
262.92,1.01851,-0.0783414,32.4953,0.437752,0.743067,28.4582,-1.67451,-0.582024,-2.2802,586.162,0,0
109.3,2.0013,0.635403,91.4896,1.44853,1.37621,11.3871,-0.888858,2.01227,1.47408,540.557,0,1
52.246,2.89366,0.37937,41.0765,-0.776588,0.866496,14.2985,-0.514705,-1.87838,0.757489,150.367,0,0
69.1358,1.12831,2.27523,68.8509,2.60252,2.14539,23.8792,-1.2056,-2.18386,-0.999122,231.622,0,1
71.114,1.78724,-0.0666401,35.3974,-2.76749,-1.01163,29.6609,-1.8614,-0.432413,-0.150805,190.459,0,0
44.2049,0.767697,-0.883798,37.14,-1.50574,1.86895,21.204,-1.90063,0.993954,1.83088,171.189,0,0
46.1367,2.20911,1.00846,37.8052,-0.350008,0.858573,23.3256,0.886031,-2.19603,-2.08759,167.329,0,0
36.8438,0.998018,-0.192554,23.3441,-3.07385,-2.24937,18.2023,1.65042,-0.115477,-1.12512,113.705,0,0
144.201,2.44153,-1.18183,38.2456,0.0852792,1.26829,12.3112,-1.34545,-0.191068,-1.11863,310.382,0,0
219.265,1.35009,-0.446771,218.342,-1.40336,1.16425,87.5524,-2.00687,1.45297,1.90488,617.18,0,1
49.9005,-1.66699,-0.299956,42.9832,1.94193,-0.234497,34.8233,-0.133466,0.654729,2.65737,160.535,0,0
50.6953,-2.91935,0.650829,49.5986,-2.98717,1.48479,22.9476,0.498982,2.19471,0.914163,224.857,0,1
121.888,2.01257,-0.421423,51.2789,-0.577019,-0.0959332,29.8875,0.421677,1.77792,-1.45481,300.132,1,1
73.5548,-0.702263,0.251885,18.6715,1.19797,1.84018,15.491,3.00917,-0.48054,2.97328,144.775,0,0
68.0709,-0.017932,-1.87478,49.7511,1.48296,-0.442935,33.3471,-2.44904,-1.506,-1.87921,189.153,0,0
53.1585,-3.11906,2.05204,38.4632,-0.0558575,0.386895,37.6124,-0.657041,2.28052,2.41408,166.674,0,0
47.2305,2.12992,-2.04682,40.772,-1.53067,-1.34444,13.7497,1.03956,-1.27364,-1.10596,137.873,0,0
39.0187,1.62903,1.08676,27.6806,2.79972,-1.03132,11.1261,-3.13948,-1.62214,-1.05913,148.659,0,0
166.318,2.28348,1.23029,115.539,-1.36027,0.985577,36.7924,1.12478,0.872333,-0.902849,408.355,0,0
139.132,-0.179092,0.387224,81.0714,0.209225,-0.42704,25.1495,2.82541,2.196,-2.94981,576.113,0,1
66.0881,2.93032,-0.833357,65.7949,-0.134761,2.32803,46.4428,-1.8511,1.64534,1.62301,217.939,0,0
55.3156,1.95827,1.42393,26.4003,-0.94863,0.370587,26.2076,1.08282,-0.649402,-1.6776,169.995,0,0
63.4134,-0.783452,-1.35266,33.5283,0.444453,-0.748675,29.2834,1.43841,-0.448582,-1.92846,235.786,0,1
136.982,2.20254,-0.423667,26.395,0.487525,-0.395433,15.0157,0.198498,0.401369,1.69336,413.573,0,3
76.5303,2.6961,-1.64157,53.0035,-0.346658,-1.51313,21.6615,-1.31333,-0.411731,2.2076,248.93,0,1
48.7124,-1.42639,0.654414,40.7916,-2.6238,-0.456924,29.4427,-0.461275,-1.26277,1.59131,188.384,0,1
61.5399,1.65483,0.906765,49.7203,-2.74732,0.791967,39.2419,0.360062,0.0584633,-0.8672,204.995,0,0
81.3116,-2.99943,-0.894962,80.7512,1.00284,1.24236,29.8963,-1.41825,1.12956,-1.11328,238.289,0,0
33.7612,-1.4274,0.368286,32.7506,1.49816,0.947613,30.7269,2.55895,-1.19014,-0.75141,131.772,0,0
55.3532,2.89935,0.112794,49.6331,-0.97352,1.91533,32.1248,1.41843,0.568649,0.0101548,157.462,0,0
48.1958,-1.06594,0.440796,43.6088,0.851047,-1.16129,31.0618,0.559112,-1.19303,2.52613,157.871,0,0
64.6785,1.53995,-1.17142,57.163,-2.59309,-2.33338,52.5037,-0.925916,-1.61182,-0.0721176,190.673,0,0
52.2882,0.287928,0.257619,47.3779,2.68755,0.336251,29.0809,-1.58824,1.58261,1.14619,144.375,0,0
58.2875,-2.81421,0.334543,42.138,1.58737,-0.488469,20.2674,-2.99622,-1.7095,-0.213672,193.461,0,0
37.4897,-0.845883,0.525616,34.5656,2.36537,-0.658581,10.3313,1.79939,-0.652336,-2.14691,89.3994,0,0
74.4071,1.422,-0.740307,60.1096,-0.949878,0.415278,28.2166,-1.21931,-0.207923,-0.288253,269.506,0,2
80.516,3.08849,0.0947272,21.6779,2.33903,-1.64312,14.1339,-1.79007,-0.446948,-0.0849878,193.53,0,0
91.4264,-2.66247,0.189898,71.1332,1.45019,1.09888,19.0521,2.56223,1.93571,-0.764818,346.32,0,2
53.4183,-1.73713,1.21751,29.7078,-0.67613,-0.60751,25.876,-2.84373,-0.179139,1.29597,182.94,0,0
58.0209,0.366342,-2.14721,29.412,-0.248067,-1.81345,28.297,2.97089,-1.36469,-2.36706,194.62,0,1
41.7331,-2.03229,-0.575738,27.277,1.3788,0.849748,12.192,-0.508694,-1.96271,1.51907,112.66,0,0
57.0961,0.547864,-0.492514,44.1712,-2.4783,-2.21684,24.1899,-1.50408,-1.98813,-0.440729,203.49,0,1
110.087,1.3889,1.76484,90.3471,-1.86127,1.92416,50.9275,-0.602148,1.18544,1.05938,271.844,0,0
57.1499,-2.90757,-1.76342,40.6159,0.397819,-1.80834,16.7376,-2.46282,-1.86031,0.655543,148.849,0,0
58.0423,1.46941,-0.297083,42.6505,-2.51736,-0.236336,11.3403,-1.31567,0.637985,-1.17951,127.501,0,0
186.491,-0.0335806,-2.07207,19.2082,-2.27982,-1.7429,15.5637,0.882335,-0.722133,-1.65023,513.095,0,2
96.0965,0.669042,-0.200876,33.8461,-1.08485,0.283128,31.5677,2.65491,1.84707,-2.3814,242.493,0,0
120.146,-0.318158,-1.26316,41.8539,-1.71746,-1.06443,20.6608,-2.89169,-1.98268,2.2618,325.443,0,1
54.2295,0.558562,-0.00510789,48.288,-1.88623,1.56741,32.4824,-2.17974,0.705475,2.20243,178.89,0,0
43.2581,-2.12548,-1.68279,41.3851,1.10286,-0.938851,37.4232,-2.34944,1.70398,1.51384,170.505,0,0
31.5207,-0.296816,0.230414,23.8355,-1.2765,-2.29695,22.3788,0.954062,-2.20546,2.21445,128.272,0,0
112.629,-2.74805,-2.09556,38.4986,1.94696,-1.55375,18.5128,2.55058,-0.08495,0.255541,263.489,0,0
61.2382,-0.172715,0.656805,42.0287,-1.84017,0.877173,14.5025,-2.46047,-1.40722,1.9311,185.896,0,1
201.1,3.12801,-0.695226,166.459,-2.73171,-0.404081,117.782,-0.214628,-0.781739,0.360354,743.096,0,1
51.4862,-1.96204,-0.989538,46.0065,1.96569,-1.41051,35.0803,0.657329,-1.44295,-1.6185,156.199,0,0
50.9923,-2.42753,-1.15037,47.1665,-0.261699,-0.708688,23.745,-1.60145,-0.72592,1.70465,200.598,0,0
